Record_ID,Year,Month,Month_Name,Quarter,Branch_Zone,State,Segment,KPI_Name,Budget_INR_Lakhs,Actual_INR_Lakhs,Variance_INR_Lakhs,Variance_Pct,Target_Achieved,RM_Responsible,Last_Updated
BA00835,2015,9,September,Q3,  Central Zone,Kerala,SME Banking,Recovery Amount,175.84,135.59,-40.25,-22.89%,No,amit patel,08-01-2023
BA00836,2021,1,January,Q1,north zone,Rajasthan,  NRI Banking,Recovery Amount,544.53,705.06,160.53,29.48%,Yes,Anita Bose,07-10-2024
BA00837,2022,1,January,Q1,South Zone,gujarat,NRI Banking,operating expense,4013.27,3837.86,-175.41,-4.37%,No,Ramesh Yadav,10-Jan-24
BA00838,2012,10,October,Q4,CENTRAL ZONE,Tamil Nadu,Corporate Banking,NPA Amount,991.14,862.12,-129.02,-13.02%,No,Lalita Devi,30-Jun-12
BA00839,2025,11,November,Q4,EAST ZONE,Karnataka,Priority Banking,profit before tax,4438.39,5412.69,974.3,21.95%,Yes,Meena Iyer,29-08-2025
BA00840,2020,6,JUNE,Q2,West Zone,Haryana,PRIORITY BANKING,NET INTEREST INCOME,4612.15,4393.38,-218.77,-4.74,No,MOHAN DAS,13-06-2022
BA00841,2022,4,April,Q2,East Zone,Tamil Nadu,Corporate Banking,Profit Before Tax,528.34,682.97,154.63,29.27%,Yes,Priya Nair,24-04-2022
BA00842,2023,1,January,Q1,WEST ZONE,West Bengal,corporate banking,Cross Sell Revenue,3594,4382.71,788.71,21.95%,Yes,Mohan Das,24-01-2023
BA00843,2015,10,October,Q4,South Zone,West Bengal,Priority Banking,Net Interest Income,2959.78,2872.26,-87.52,-2.96%,No,Amit Patel,09-03-2015
BA00844,2020,10,October,Q4,Central Zone,Odisha,  NRI Banking,CROSS SELL REVENUE,3726.56,4392.65,666.09,17.87%,Yes,Deepa Krishnan,05-Apr-23
BA00845,2019,9,September,Q3,Central Zone,DELHI,NRI Banking,Cross Sell Revenue,3279.11,3978.88,699.77,21.34%,N,Deepa Krishnan,08-07-2022
BA00846,2020,5,May,Q2,Central Zone,Gujarat,Corporate Banking,New Customer Acquisition,2187.26,2081.93,-105.33,-4.82,No,Ramesh Yadav,13-01-2022
BA00847,2021,5,May,Q2,north zone,haryana,CORPORATE BANKING,TOTAL DISBURSEMENT,4360.41,3686.45,-673.96,-15.46%,No,Amit Patel,31-Mar-24
BA00848,2012,5,MAY,Q2,Central Zone,Punjab,  Corporate Banking,Cross Sell Revenue,3396.564,2830.47,491.07,20.99%,Yes,Rajesh Sharma,19-Mar-12
BA00849,2011,5,MAY,Q2,North Zone,DELHI,Retail Banking,Profit Before Tax,1497.65,1769.58,271.93,18.16%,Yes,Ramesh Yadav,02-Aug-23
BA00850,2020,4,APRIL,Q2,Central Zone,Telangana,Priority Banking,Recovery Amount,3183.36,2954.73,-228.63,-7.18%,No,Priya Nair,01-12-2021
BA00851,2017,10,October,Q4,South Zone,Rajasthan,corporate banking,Total Disbursement,4805.94,3992.26,-813.68,-16.93%,No,Mohan Das,26-08-2021
BA00852,2018,7,July,Q3,North Zone,Gujarat,Retail Banking,Profit Before Tax,1707.1,2105.14,398.04,23.32%,Yes,Amit Patel,11-01-2019
BA00853,2014,10,Oct,Q4,West Zone,Odisha,corporate banking,  Fee Income,4632.76,4927.19,294.43,6.36%,Yes,Deepa Krishnan,05-10-2018
BA00854,2017,9,SEPTEMBER,Q3,West Zone,Andhra Pradesh,Retail Banking,Cross Sell Revenue,2775.09,Rs.1990.75,-784.34,-28.26%,No,Mohan Das,24-09-2017
BA00855,2015,12,December,Q4,East Zone,  Uttar Pradesh,  Corporate Banking,Profit Before Tax,2435.69,1809.03,-626.66,-25.73%,No,deepa krishnan,24-12-2015
BA00856,2024,1,Jan,Q1,South Zone,Haryana,NRI Banking,OPERATING EXPENSE,2155.82,1758.33,-397.49,-18.44%,No,lalita devi,08-02-2025
BA00857,2017,4,April,Q2,Central Zone,West Bengal,NRI Banking,Fee Income,2173.47,1629.43,-544.04,-25.03%,No,Ramesh Yadav,19-09-2024
BA00858,2021,6,JUNE,Q2,North Zone,  Karnataka,Retail Banking,Total Disbursement,1034.15,1150.85,116.7,11.28%,Yes,RAMESH YADAV,05-07-2022
BA00859,2012,7,Jul,Q3,East Zone,kerala,Priority Banking,  Fee Income,4850.16,5351,500.84,10.33%,Yes,RAJESH SHARMA,08-10-2025
BA00860,2024,7,July,Q3,North Zone,Delhi,Corporate Banking,OPERATING EXPENSE,4766.35,5476.41,710.06,14.9,Yes,Meena Iyer,20-11-2024
BA00861,2022,2,Feb,Q1,East Zone,Delhi,NRI BANKING,Recovery Amount,2514.05,2324.16,-189.89,-7.55%,No,vijay kumar,19-01-2024
BA00862,2015,12,December,Q4,East Zone,Haryana,SME BANKING,Total Deposits,1875.68,1623.29,-252.39,-13.46%,No,Sunita Rao,24-12-2020
BA00863,2024,1,January,Q1,Central Zone,Andhra Pradesh,priority banking,TOTAL DISBURSEMENT,2540.95,3014.53,473.58,18.64%,N,  Priya Nair,19-May-24
BA00864,2021,5,May,Q2,Central Zone,Punjab,Priority Banking,  Fee Income,73.53,55.88,-17.65,-24.01%,No,Sanjay Gupta,03-08-2025
BA00865,2013,3,3,Q1,NORTH ZONE,Madhya Pradesh,Retail Banking,Net Interest Income,1982.09,2189.16,207.07,10.45%,Yes,Nitin Joshi,07-03-2015
BA00866,2018,3,March,Q1,Central Zone,Delhi,Priority Banking,Recovery Amount,1255.59,942.96,-312.63,-24.90%,No,  Amit Patel,15-07-2025
BA00867,2022,3,March,Q1,East Zone,Andhra Pradesh,RETAIL BANKING,Fee Income,Rs.4715.05,4834.54,119.49,2.53%,Yes,Ramesh Yadav,05-03-2024
BA00868,2012,11,November,Q4,north zone,Karnataka,Retail Banking,  Cross Sell Revenue,73.64,55.12,-18.52,-25.15%,No,Nitin Joshi,30-05-2013
BA00869,2016,1,1,Q1,South Zone,Telangana,Priority Banking,  Fee Income,1174.07,Rs.1124.56,-49.51,-4.22%,No ,Rajesh Sharma,23-08-2019
BA00870,2015,5,MAY,Q2,  West Zone,Madhya Pradesh,NRI Banking,Total Deposits,4426.53,4272.17,-154.36,-3.49%,No,Kavitha Subramanian,27-02-2023
BA00871,2015,12,12,Q4,South Zone,Odisha,Retail Banking,NPA Amount,1460.58,1645.55,184.97,12.66%,Yes,deepa krishnan,13-06-2015
BA00872,2016,1,January,Q1,WEST ZONE,maharashtra,SME Banking,Net Interest Income,588.36,608.88,20.52,3.49%,Yes,Kavitha Subramanian,16-09-2022
BA00873,2011,5,May,Q2,South Zone,Gujarat,retail banking,Profit Before Tax,3514.43,4496.58,982.15,27.95%,Yes,deepa krishnan,22-12-2015
BA00874,2023,8,8,Q3,West Zone,Uttar Pradesh,Corporate Banking,Total Disbursement,4908.12,6242.85,1334.73,27.19%,Yes,MOHAN DAS,24-08-2023
BA00875,2016,8,August,Q3,South Zone,Andhra Pradesh,Corporate Banking,NPA Amount,1991.35,1981.04,-10.31,-0.52%,No,  Amit Patel,12-Jun-25
BA00876,2015,3,March,Q1,North Zone,Punjab,PRIORITY BANKING,Recovery Amount,3090.8,3278.88,188.08,6.09%,Yes,DEEPA KRISHNAN,16-Jul-19
BA00877,2021,6,June,Q2,North Zone,  Rajasthan,Retail Banking,Total Disbursement,4272.18,3475.29,-796.89,-18.65%,No,Anita Bose,22-08-2024
BA00878,2014,8,Aug,Q3,South Zone,west bengal,retail banking,PROFIT BEFORE TAX,1773.18,2201.76,428.58,24.17,Yes,Nitin Joshi,24-08-2014
BA00879,2012,12,December,Q4,West Zone,Odisha,SME Banking,RECOVERY AMOUNT,1637.73,1242.79,-394.94,-24.12%,No,ANITA BOSE,15-May-13
BA00880,2022,12,Dec,Q4,East Zone,Rajasthan,Priority Banking,Fee Income,4318.14,5381.93,1063.79,24.64%,Yes,Amit Patel,24-12-2022
BA00881,2011,7,July,Q3,East Zone,Odisha,  NRI Banking,Recovery Amount,2520.6,2531.2,10.6,0.42%,Yes,Rajesh Sharma,17-07-2013
BA00882,2017,6,June,Q2,West Zone,maharashtra,Corporate Banking,Total Deposits,2476.11,3075.97,599.86,24.23%,Yes,Mohan Das,24-06-2017
BA00883,2017,1,January,Q1,Central Zone,Kerala,Retail Banking,  Recovery Amount,61.4,71.47,10.07,16.40%,Yes,Ramesh Yadav,16-09-2017
BA00884,2016,4,Apr,Q2,East Zone,MADHYA PRADESH,Retail Banking,New Customer Acquisition,2080.97,1878,-202.97,-9.75%,No,Amit Patel,30-03-2019
BA00885,2025,5,May,Q2,East Zone,Maharashtra,Priority Banking,NPA Amount,Rs.2631.32,2890.61,259.29,9.85,Yes,Vijay Kumar,24-05-2025
BA00886,2015,8,August,Q3,Central Zone,gujarat,NRI Banking,NPA Amount,3491.13,3346.85,-144.28,-4.13%,No,lalita devi,24-08-2015
BA00887,2023,10,October,Q4,West Zone,Delhi,Corporate Banking,Net Interest Income,3152.02,2874.47,-277.55,-8.81,No,Arun Mehta,10-Oct-23
BA00888,2011,9,September,Q3,NORTH ZONE,PUNJAB,SME Banking,NPA Amount,319.8,372.75,52.95,16.56%,Yes,Ramesh Yadav,24-09-2011
BA00889,2016,9,September,Q3,West Zone,TELANGANA,priority banking,Operating Expense,5213.148,4344.29,-380.38,-8.05%,Y,Priya Nair,12-Mar-17
BA00890,2018,7,July,Q3,West Zone,Haryana,sme banking,total disbursement,2307.43,,-307.93,-13.34%,No,Rajesh Sharma,24-07-2018
BA00891,2019,5,May,Q2,South Zone,Telangana,Retail Banking,TOTAL DEPOSITS,3041.96,3855,813.04,26.73,Yes,Priya Nair,17-04-2019
BA00892,2018,12,DECEMBER,Q4,  East Zone,Karnataka,Priority Banking,NPA Amount,2153.26,2157.76,4.5,0.21%,Yes,priya nair,05-11-2023
BA00893,2014,12,December,Q4,East Zone,Maharashtra,Retail Banking,Operating Expense,3594.82,3235.74,-359.08,-9.99%,No,mohan das,30-08-2020
BA00894,2012,6,June,Q2,Central Zone,West Bengal,Retail Banking,Fee Income,550.12,399.62,,-27.36%,No,Meena Iyer,17-Oct-19
BA00895,2024,9,September,Q3,WEST ZONE,Uttar Pradesh,Corporate Banking,Total Disbursement,1223.18,1188.25,-34.93,-2.86%,No,Ramesh Yadav,08-05-2025
BA00896,2022,9,SEPTEMBER,Q3,south zone,Haryana,  NRI Banking,Total Disbursement,3957.04,3017.88,-939.16,-23.73%,No,arun mehta,17-06-2025
BA00897,2018,1,January,Q1,north zone,  Rajasthan,Retail Banking,Total Deposits,3538.23,Rs.4279.31,741.08,20.94%,Yes,  Arun Mehta,24-01-2018
BA00898,2025,5,May,Q2,Central Zone,Karnataka,retail banking,profit before tax,2243.78,1581.09,-662.69,-29.53%,No,Deepa Krishnan,20-10-2025
BA00899,2021,7,July,Q3,South Zone,Haryana,SME Banking,Cross Sell Revenue,1113.89,1390.44,276.55,24.83%,Yes,Deepa Krishnan,16-05-2023
BA00900,2012,11,November,Q4,Central Zone,Tamil Nadu,Retail Banking,FEE INCOME,631.66,572.61,-59.05,-9.35%,No,Deepa Krishnan,05-Mar-15
BA00901,2016,6,June,Q2,Central Zone,Delhi,Corporate Banking,Total Deposits,2429.64,2689.2,259.56,10.68%,Yes,Deepa Krishnan,15-04-2017
BA00902,2021,10,Oct,Q4,West Zone,Madhya Pradesh,NRI Banking,NPA Amount,2646.22,2262.63,-383.59,-14.50%,No,Kavitha Subramanian,17-12-2023
BA00903,2021,10,October,Q4,South Zone,Karnataka,Priority Banking,Net Interest Income,111.89,122.75,10.86,9.71%,Yes,Nitin Joshi,24-10-2021
BA00904,2025,6,June,Q2,South Zone,Uttar Pradesh,Priority Banking,New Customer Acquisition,1018.57,1294.31,275.74,27.07%,Yes,  Amit Patel,14-04-2025
BA00905,2012,6,JUNE,Q2,West Zone,ANDHRA PRADESH,sme banking,NEW CUSTOMER ACQUISITION,510.492,425.41,-120.86,-22.13%,No,Arun Mehta,03-12-2020
BA00906,2017,10,10,Q4,EAST ZONE,Tamil Nadu,NRI Banking,Total Disbursement,796.36,802.96,6.6,0.83,Yes,Anita Bose,06-01-2023
BA00907,2019,2,February,Q1,  West Zone,KERALA,Priority Banking,NEW CUSTOMER ACQUISITION,3626.54,3038.45,-588.09,-16.22%,No,Amit Patel,24-02-2019
BA00908,2015,10,October,Q4,South Zone,Odisha,SME Banking,Net Interest Income,1938.04,1707.25,-230.79,-11.91,No,Priya Nair,05-06-2017
BA00909,2025,7,July,Q3,  South Zone,Gujarat,Priority Banking,  Fee Income,1436.53,1046.84,-389.69,-27.13%,No,NITIN JOSHI,03-09-2025
BA00910,2010,7,Jul,Q3,East Zone,Kerala,Priority Banking,Total Disbursement,4361.93,4545.15,183.22,4.20%,Yes,KAVITHA SUBRAMANIAN,04-10-2012
BA00911,2019,2,Feb,Q1,  South Zone,West Bengal,NRI Banking,Cross Sell Revenue,1554.25,,-45.7,-2.94%,No,Anita Bose,24-02-2019
BA00912,2013,2,February,Q1,central zone,Andhra Pradesh,Priority Banking,New Customer Acquisition,81.96,66.38,-15.58,-19.01%,No,Sanjay Gupta,11-01-2025
BA00913,2017,8,Aug,Q3,South Zone,Maharashtra,NRI BANKING,Recovery Amount,3976.8,4640.22,663.42,16.68%,Y,Anita Bose,20-Nov-17
BA00914,2018,8,August,Q3,East Zone,Odisha,SME Banking,  Recovery Amount,1664.57,1636.82,-27.75,-1.67%,No,priya nair,24-08-2018
BA00915,2012,10,OCTOBER,Q4,North Zone,GUJARAT,Retail Banking,total disbursement,3203.73,2609.24,-594.49,-18.56%,No,Arun Mehta,11-03-2015
BA00916,2014,9,September,Q3,Central Zone,Madhya Pradesh,nri banking,NEW CUSTOMER ACQUISITION,4524.82,5597.97,1073.15,23.72%,Yes,Amit Patel,20-09-2020
BA00917,2016,3,March,Q1,West Zone,Haryana,Priority Banking,FEE INCOME,3848.28,3139.82,-708.46,-18.41%,No,Nitin Joshi,04-07-2025
BA00918,2019,6,June,Q2,West Zone,Madhya Pradesh,SME Banking,total disbursement,4054.25,,-839.5,-20.71%,No,Ramesh Yadav,16-09-2021
BA00919,2014,3,Mar,Q1,East Zone,Telangana,nri banking,Cross Sell Revenue,414.84,313.56,,-24.41%,No,Ramesh Yadav,19-01-2016
BA00920,2015,1,JANUARY,Q1,South Zone,Odisha,NRI Banking,Net Interest Income,2650.95,,-779.22,-29.39,No,Nitin Joshi,24-01-2015
BA00921,2017,7,July,Q3,NORTH ZONE,Odisha,corporate banking,Net Interest Income,2501.61,1867.24,-634.37,-25.36%,No,Ramesh Yadav,29-01-2024
BA00922,2023,4,April,Q2,Central Zone,Karnataka,NRI Banking,npa amount,1238.71,,-138.04,-11.14%,No,Kavitha Subramanian,19-11-2023
BA00923,2019,1,January,Q1,West Zone,gujarat,Corporate Banking,Total Deposits,739.57,651.31,-88.26,-11.93%,No,Sanjay Gupta,24-01-2019
BA00924,2016,3,MARCH,Q1,Central Zone,odisha,Corporate Banking,profit before tax,2967.33,2153.88,-813.45,-27.41%,No,Sunita Rao,24-03-2016
BA00925,2015,4,April,Q2,East Zone,Haryana,SME Banking,Recovery Amount,4436.88,3534.17,-902.71,-20.35%,No,amit patel,08-06-2019
BA00926,2010,9,September,Q3,North Zone,Telangana,NRI Banking,  Fee Income,278.56,246.49,-32.07,-11.51%,yes,Mohan Das,24-09-2010
BA00927,2016,4,April,Q2,East Zone,  Telangana,Priority Banking,Recovery Amount,1803.62,1965.84,162.22,8.99%,Yes,Sunita Rao,08-03-2020
BA00928,2023,9,Sep,Q3,Central Zone,  Gujarat,NRI Banking,Cross Sell Revenue,3671.28,,420.46,11.45%,Yes,Arun Mehta,10-02-2025
BA00929,2020,10,October,Q4,EAST ZONE,Maharashtra,  Priority Banking,Total Disbursement,1978.24,1614.5,-363.74,-18.39%,No,SANJAY GUPTA,14-Feb-23
BA00930,2017,12,Dec,Q4,  East Zone,tamil nadu,Corporate Banking,Total Deposits,1832.96,1525.37,-307.59,-16.78%,No,rajesh sharma,14-Jan-23
BA00931,2023,7,Jul,Q3,East Zone,Punjab,SME Banking,Total Deposits,Rs.3684.83,4744.93,1060.1,28.77%,Yes,  Deepa Krishnan,31-08-2025
BA00932,2013,4,April,Q2,Central Zone,Karnataka,  Corporate Banking,Total Disbursement,3979.66,2802.65,-1177.01,-29.58%,No,Lalita Devi,12-02-2024
BA00933,2013,3,3,Q1,South Zone,Telangana,NRI Banking,Total Disbursement,1969.21,Rs.1792.55,-176.66,-8.97%,No,Meena Iyer,24-03-2013
BA00934,2016,4,April,Q2,WEST ZONE,Gujarat,Corporate Banking,Total Disbursement,3089.52,2963.03,-126.49,-4.09%,No,Vijay Kumar,07-Feb-16
BA00935,2020,7,JULY,Q3,Central Zone,Rajasthan,SME Banking,recovery amount,2343.15,2998.09,654.94,27.95%,Y,Rajesh Sharma,24-07-2020
BA00936,2023,10,October,Q4,South Zone,Uttar Pradesh,NRI BANKING,  Recovery Amount,724.16,585.71,-138.45,-19.12%,YES,Priya Nair,24-10-2023
BA00937,2010,8,August,Q3,NORTH ZONE,rajasthan,Priority Banking,Recovery Amount,4942.99,3784.25,-1158.74,-23.44%,No,Amit Patel,24-08-2010
BA00938,2020,2,2,Q1,Central Zone,ANDHRA PRADESH,NRI Banking,Total Deposits,743.93,683.74,-60.19,-8.09%,No,Vijay Kumar,11-08-2024
BA00939,2019,3,Mar,Q1,west zone,Gujarat,  Retail Banking,Profit Before Tax,3241.23,3309.27,68.04,2.10%,Yes,Kavitha Subramanian,04-07-2022
BA00940,2016,10,Oct,Q4,South Zone,Delhi,Retail Banking,Operating Expense,2022.07,1647.59,-374.48,-18.52,No,Amit Patel,11-04-2021
BA00941,2011,11,November,Q4,Central Zone,Gujarat,CORPORATE BANKING,Total Disbursement,1624.47,2055.51,,26.53%,Yes,Sanjay Gupta,21-12-2025
BA00942,2020,1,January,Q1,South Zone,Rajasthan,CORPORATE BANKING,OPERATING EXPENSE,2181.5,2673.35,491.85,22.55%,Y,Sanjay Gupta,24-01-2020
BA00943,2021,12,December,Q4,Central Zone,Odisha,Retail Banking,Profit Before Tax,2320.72,2234.65,-86.07,-3.71%,No,VIJAY KUMAR,02-Mar-23
BA00944,2017,8,August,Q3,West Zone,Karnataka,Retail Banking,Net Interest Income,3194.6,2422.49,-772.11,-24.17%,No,Sanjay Gupta,31-Jan-17
BA00945,2011,8,August,Q3,East Zone,haryana,Priority Banking,Net Interest Income,2198.97,1997.13,-201.84,-9.18%,No,sunita rao,24-08-2011
BA00946,2022,9,September,Q3,East Zone,ODISHA,Corporate Banking,Operating Expense,4993.97,5820.82,826.85,16.56%,Yes,Sunita Rao,03-12-2022
BA00947,2025,3,March,Q1,North Zone,Rajasthan,Priority Banking,NPA Amount,3357.71,3304.64,-53.07,-1.58%,No,Anita Bose,07-Dec-25
BA00948,2025,11,November,Q4,East Zone,Rajasthan,SME Banking,NET INTEREST INCOME,4784.95,5941.75,1156.8,24.18%,Yes,NITIN JOSHI,27-Dec-25
BA00949,2014,5,May,Q2,Central Zone,Telangana,priority banking,Profit Before Tax,440.38,458.79,Rs.18.41,4.18%,Yes,Deepa Krishnan,24-05-2014
BA00950,2010,12,December,Q4,East Zone,Gujarat,Retail Banking,profit before tax,2344.42,2042.24,-302.18,-12.89%,No,Priya Nair,24-12-2010
BA00951,2024,5,May,Q2,South Zone,Uttar Pradesh,RETAIL BANKING,Fee Income,819.43,656,-163.43,-19.94%,No,RAJESH SHARMA,01-02-2025
BA00952,2015,5,May,Q2,South Zone,West Bengal,Priority Banking,Fee Income,4858.74,4185.3,,-13.86%,No,Deepa Krishnan,18-10-2025
BA00953,2013,2,February,Q1,EAST ZONE,TAMIL NADU,NRI Banking,New Customer Acquisition,2543.37,2982.7,439.33,17.27%,Yes,Anita Bose,26-04-2019
BA00954,2023,1,Jan,Q1,South Zone,West Bengal,SME Banking,Operating Expense,2489.9,2929.69,,17.66%,Yes,Vijay Kumar,23-04-2023
BA00955,2015,6,June,Q2,East Zone,  Andhra Pradesh,Corporate Banking,  Operating Expense,2588.6,2313.1,-275.5,-10.64%,No,Anita Bose,15-07-2018
BA00956,2012,6,June,Q2,South Zone,maharashtra,Priority Banking,NEW CUSTOMER ACQUISITION,4812.79,4411.51,-401.28,-8.34%,No,  Anita Bose,28-04-2022
BA00957,2016,4,April,Q2,East Zone,  Uttar Pradesh,Priority Banking,Total Disbursement,405.47,284.25,-121.22,-29.90%,No,Amit Patel,24-04-2016
BA00958,2010,10,October,Q4,Central Zone,andhra pradesh,SME Banking,NPA Amount,153.18,111.66,-41.52,-27.10%,YES ,Lalita Devi,24-10-2010
BA00959,2016,2,February,Q1,East Zone,Delhi,Corporate Banking,Fee Income,4070.79,Rs.3511.71,,-13.73%,No,  Amit Patel,18-11-2025
BA00960,2018,3,Mar,Q1,CENTRAL ZONE,Telangana,sme banking,operating expense,3370.07,4231.08,861.01,25.55%,Yes,Anita Bose,13-Aug-25
BA00961,2017,6,June,Q2,North Zone,Delhi,Corporate Banking,Recovery Amount,93.88,70.56,-23.32,-24.84%,yes,Deepa Krishnan,29-01-2023
BA00962,2014,9,September,Q3,central zone,Gujarat,NRI Banking,Recovery Amount,2825.79,2865.18,39.39,1.39%,Yes,  Deepa Krishnan,24-09-2014
BA00963,2022,6,6,Q2,North Zone,UTTAR PRADESH,Retail Banking,Profit Before Tax,2445.35,2683.6,238.25,9.74%,Yes,Anita Bose,06-Feb-23
BA00964,2012,2,February,Q1,East Zone,Andhra Pradesh,NRI Banking,Total Disbursement,3191.53,3203.62,12.09,0.38%,Yes,Sunita Rao,17-09-2019
BA00965,2021,3,March,Q1,east zone,Odisha,retail banking,Cross Sell Revenue,3517.23,Rs.3926.84,409.61,11.65%,Yes,Rajesh Sharma,27-Sep-24
BA00966,2024,4,April,Q2,East Zone,  West Bengal,Priority Banking,Cross Sell Revenue,3544.59,2588.08,-956.51,-26.99%,No,meena iyer,30-06-2024
BA00967,2010,3,March,Q1,West Zone,PUNJAB,Retail Banking,Profit Before Tax,6229.068,5190.89,1083.21,26.37%,Yes,  Priya Nair,24-03-2010
BA00968,2011,2,February,Q1,Central Zone,tamil nadu,SME Banking,  New Customer Acquisition,4417.44,4419.07,1.63,0.04%,Yes,Lalita Devi,14-Nov-24
BA00969,2012,10,October,Q4,West Zone,  Andhra Pradesh,NRI Banking,TOTAL DEPOSITS,1071.85,883,-188.85,-17.62%,No,LALITA DEVI,03-Apr-14
BA00970,2010,3,March,Q1,East Zone,Haryana,Priority Banking,total deposits,2627.79,2430.05,-197.74,-7.53%,No,Kavitha Subramanian,24-03-2010
BA00971,2011,3,March,Q1,West Zone,West Bengal,Priority Banking,Operating Expense,3057.13,3527.13,Rs.470.0,15.37%,Yes,Deepa Krishnan,23-04-2022
BA00972,2021,3,March,Q1,East Zone,rajasthan,RETAIL BANKING,  Operating Expense,460.76,563.65,102.89,22.33%,No ,Priya Nair,04-01-2021
BA00973,2025,3,March,Q1,South Zone,gujarat,SME Banking,Total Disbursement,2269.09,1643.85,Rs.-625.24,-27.55%,No,Priya Nair,01-05-2025
BA00974,2023,3,March,Q1,EAST ZONE,  Andhra Pradesh,  SME Banking,Profit Before Tax,3462.52,3605.89,143.37,4.14,Yes,amit patel,18-Jun-25
BA00975,2011,11,Nov,Q4,North Zone,Madhya Pradesh,Retail Banking,Total Disbursement,854.59,1056.44,201.85,23.62%,Yes,Nitin Joshi,24-11-2011
BA00976,2023,10,October,Q4,North Zone,Haryana,SME Banking,operating expense,388.13,417.85,29.72,7.66%,Yes,LALITA DEVI,09-08-2024
BA00977,2024,7,July,Q3,  East Zone,rajasthan,Priority Banking,Recovery Amount,2662.78,3086.4,423.62,15.91%,Yes,Anita Bose,19-03-2025
BA00978,2014,10,October,Q4,east zone,DELHI,priority banking,Fee Income,3016.15,3584.47,568.32,18.84%,Yes,Anita Bose,24-10-2014
BA00979,2015,5,May,Q2,South Zone,HARYANA,Retail Banking,Fee Income,2670.78,2225.65,-313.19,-12.34%,No,Sunita Rao,31-08-2025
BA00980,2019,5,May,Q2,East Zone,karnataka,Corporate Banking,Total Disbursement,4405.63,5624.47,1218.84,27.67%,Yes,Deepa Krishnan,08-Aug-22
BA00981,2024,10,October,Q4,West Zone,Karnataka,NRI Banking,NPA Amount,55.23,60.63,Rs.5.4,9.77%,Yes,Sunita Rao,24-10-2024
BA00982,2025,10,October,Q4,East Zone,West Bengal,corporate banking,Fee Income,3314.19,2424.76,-889.43,-26.84%,No,  Amit Patel,27-05-2025
BA00983,2015,10,October,Q4,South Zone,Andhra Pradesh,Corporate Banking,Fee Income,3471.89,4378.62,906.73,26.12%,Yes,Priya Nair,02-10-2015
BA00984,2012,10,10,Q4,North Zone,Karnataka,NRI Banking,New Customer Acquisition,1836.32,2213.29,376.97,20.53%,Yes,Amit Patel,09-08-2020
BA00985,2020,9,September,Q3,South Zone,Punjab,Priority Banking,Recovery Amount,2738.98,3206.2,467.22,17.06%,Yes,Arun Mehta,22-01-2010
BA00986,2014,7,July,Q3,West Zone,West Bengal,NRI Banking,NPA Amount,4447.9,5466.07,1018.17,22.89%,Yes,Priya Nair,26-09-2024
BA00987,2021,4,Apr,Q2,North Zone,maharashtra,NRI BANKING,Total Deposits,526.22,531.37,5.15,0.98%,Yes,Anita Bose,24-04-2021
BA00988,2017,2,February,Q1,East Zone,DELHI,SME Banking,NPA Amount,2049.74,1470.17,-579.57,-28.28%,No,vijay kumar,24-02-2017
BA00989,2025,3,Mar,Q1,EAST ZONE,Punjab,SME Banking,TOTAL DISBURSEMENT,4390,Rs.3964.12,-425.88,-9.70%,No,Kavitha Subramanian,24-03-2025
BA00990,2024,11,November,Q4,west zone,KERALA,Priority Banking,  Fee Income,1685.89,1849.25,163.36,9.69%,Yes,DEEPA KRISHNAN,24-11-2024
BA00991,2012,9,September,Q3,South Zone,Uttar Pradesh,nri banking,NPA Amount,991.56,Rs.1012.72,21.16,2.13%,No ,deepa krishnan,24-09-2012
BA00992,2014,1,January,Q1,  Central Zone,Telangana,SME Banking,Total Deposits,1265.72,Rs.957.15,-308.57,-24.38%,No,Vijay Kumar,23-May-14
BA00993,2024,5,May,Q2,East Zone,Kerala,sme banking,Fee Income,4266.15,4802.18,536.03,12.56%,Yes,Amit Patel,02-09-2025
BA00994,2025,3,Mar,Q1,West Zone,rajasthan,NRI Banking,Cross Sell Revenue,3099.09,3364.41,265.32,8.56%,Yes,Sanjay Gupta,03-05-2025
BA00995,2023,11,November,Q4,North Zone,Kerala,Retail Banking,NPA Amount,1105.44,908.06,-197.38,-17.86%,No,Vijay Kumar,24-03-2024
BA00996,2023,9,September,Q3,West Zone,Gujarat,Corporate Banking,Recovery Amount,Rs.1985.79,1959.19,,-1.34,No,NITIN JOSHI,27-11-2025
BA00997,2022,3,March,Q1,West Zone,Karnataka,Priority Banking,OPERATING EXPENSE,2775.98,3503.36,727.38,26.20%,Yes,Deepa Krishnan,24-03-2022
BA00998,2024,1,January,Q1,  West Zone,rajasthan,Retail Banking,Recovery Amount,550.76,558.52,7.76,1.41%,Yes,Meena Iyer,24-01-2024
BA00999,2012,3,MARCH,Q1,East Zone,West Bengal,Corporate Banking,  New Customer Acquisition,286.72,343.42,56.7,19.78,Yes,Nitin Joshi,24-03-2012
BA01000,2015,1,January,Q1,East Zone,Delhi,Corporate Banking,Total Deposits,3191.3,3405.45,214.15,6.71%,Yes,ANITA BOSE,18-12-2024
BA01001,2024,1,Jan,Q1,North Zone,Madhya Pradesh,Priority Banking,Total Deposits,4863.21,4546.43,-316.78,-6.51%,No,Vijay Kumar,02-10-2024
BA01002,2021,1,Jan,Q1,North Zone,Uttar Pradesh,NRI Banking,New Customer Acquisition,2838.72,3582.97,744.25,26.22%,Yes,Meena Iyer,03-03-2021
